report_id,event_date,split,state,naics,naics4,trade,narrative,employer_redacted,hospitalised,amputations,loss_of_eye,severity,inspected,event_code,event_title,cause_group,fall_band_osha,nature_code,nature,body_part_code,body_part,source_code,source,secondary_source_code,secondary_source
2018066548,2018-06-30,train,Illinois,237110,2371,Utility systems,"At about 11:20 a.m. on June 30, 2018, an employee was operating a paving machine when a 7,200-volt uninsulated power line arced to a tandem truck, which then arced to the paving machine. The employee was shocked while touching the operator toggle. He was hospitalized, having suffered electrical burns to his left hand and an exit burn on his right foot.",0,1,0,0,Hospitalised,1,5122,"Indirect exposure to electricity, greater than 220 volts",Electrical,,1530,"Electrical burns, unspecified",87,Upper and lower limb(s),3252,"Asphalt and concrete paving machines, pavers",4415,"Power lines, transformers, convertors"
2018076586,2018-07-02,train,Florida,237110,2371,Utility systems,"An employee was tightening lugs on a pipe coupling when the line became pressurized, causing the coupling to blow off the pipe and strike the employee's leg, fracturing it.",0,1,0,0,Hospitalised,1,6241,"Struck by dislodged flying object, particle",Struck by or against object,,111,Fractures,510,"Leg(s), unspecified",4211,"Clamps, couplings",4120,"Pipes, ducts, tubing, unspecified"
2018076589,2018-07-02,train,Nebraska,238140,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was on a scaffold stripping paint from the exterior of a commercial building when he lost his balance and fell backwards to the ground, suffering several broken ribs on his right side, a bruised lung, and a concussion.",0,1,0,0,Hospitalised,1,4330,"Other fall to lower level, unspecified",Fall to lower level,,1839,"Fractures and other injuries, n.e.c.",83,Head and trunk,6340,"Scaffolds-staging, unspecified",660,"Floors, walkways, ground surfaces, unspecified"
2018076590,2018-07-02,train,Pennsylvania,237310,2373,"Highway, street and bridge","An employee working outside applying grout began showing signs of physical distress including sharp pain in the right back, shoulder and arm areas. The employee was hospitalized for a heart attack.",0,1,0,0,Hospitalised,0,70,"Overexertion and bodily reaction, unspecified",Other,,2331,Myocardial infarction (heart attack),313,Heart,560,"Person-injured or ill worker, unspecified",,
2018076594,2018-07-02,train,Illinois,237110,2371,Utility systems,"An employee was cleaning a sewer line with a hydro-jet. While he was pulling the hose, it came too far out of the manhole and the nozzle struck the employee's face, lacerating it.",0,1,0,0,Hospitalised,0,6269,"Struck by swinging or slipping object, other than handheld, n.e.c.",Struck by or against object,,132,"Cuts, lacerations",130,"Face, unspecified",7293,Power washers,,
2018076596,2018-07-02,train,Colorado,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee fell and fractured his ankle while descending an unstable ladder that moved during a roof inspection.,0,1,0,0,Hospitalised,1,4330,"Other fall to lower level, unspecified",Fall to lower level,,111,Fractures,52,Ankle(s),7420,"Movable ladders, unspecified",9999,Nonclassifiable
2018076600,2018-07-02,train,Arkansas,236220,2362,Non-residential building,"An employee was sitting on an 8-foot scaffold, preparing to descend to the ground below, when a plank shifted. He fell to the ground, suffering a fracture and dislocation of the left wrist, a broken nose, and contusions. He was hospitalized.",0,1,0,0,Hospitalised,1,4332,Other fall to lower level 6 to 10 feet,Fall to lower level,6-10 ft,1834,Fractures and dislocations,899,"Multiple body parts, n.e.c.",6340,"Scaffolds-staging, unspecified",660,"Floors, walkways, ground surfaces, unspecified"
2018076601,2018-07-02,train,Colorado,238130,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee was installing exterior drywall while working in a boom lift. The employee suffered six fractured ribs when caught between the boom lift basket and a structural I-beam. The employee was hospitalized.,0,1,0,0,Hospitalised,1,642,Compressed or pinched by shifting objects or equipment,Caught in or crushed,,111,Fractures,310,"Chest, except internal location of diseases or disorders",3467,"Aerial lifts, scissor lifts-except truck-mounted",6551,"Girders, beams, structural steel"
2018076606,2018-07-02,train,Texas,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was carrying buckets of hot tar to perform roofing activities when he tripped and lost his balance. The hot tar contacted his body, causing third degree burns to both of his hands.",0,1,0,0,Hospitalised,0,533,Contact with hot objects or substances,"Fire, explosion or burn",,1523,Third or fourth degree heat (thermal) burns,440,"Hand(s), unspecified",461,"Roofing asphalt, roofing tar",,
2018076607,2018-07-02,train,Idaho,238990,2389,"Other specialty trades (site prep, demolition)",An employee was removing supports under an auger when the auger fell and struck the employee's head. The employee suffered bleeding and swelling of the brain.,0,1,0,0,Hospitalised,1,6230,"Struck by falling object or equipment, unspecified",Struck by or against object,,1689,"Multiple intracranial injuries, n.e.c.",111,Brain,9999,Nonclassifiable,,
2018076608,2018-07-02,train,Florida,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was on a ladder when he was shocked by a live electrical component. He fell from the ladder, suffering an electrical burn and an open wound on the right thumb.",0,1,0,0,Hospitalised,0,510,"Exposure to electricity, unspecified",Electrical,,1531,First degree electrical burns,4420,"Finger(s), fingernail(s), unspecified",4410,"Electric parts, unspecified",,
2018076609,2018-07-02,train,Missouri,238110,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee fell on top of another employee as he was setting a form wall. The employee on the ground suffered a broken hip and shattered ankle.,0,1,0,0,Hospitalised,1,1219,"Injury by other person-unintentional or intent unknown, n.e.c.",Other,,111,Fractures,899,"Multiple body parts, n.e.c.",5720,"Co-worker or work associate of injured or ill worker, unspecified",,
2018076617,2018-07-02,train,New York,238330,2383,"Building finishing (drywall, painting, flooring)","An employee was clearing gypsum from a pump trailer machine's hopper while standing on the machine's auger. The machine started unexpectedly and twisted his right foot into the opening below the auger. His first toe was badly damaged, the second was partially cut off, and the third was lacerated. The machine was off but had been switched to an automatic setting at the time of the incident.",0,1,1,0,Amputation,0,6411,"Caught in running equipment or machinery during maintenance, cleaning",Caught in or crushed,,1311,Amputations,532,"Toes(s), toenail(s)",3797,Pumps,,
2018076620,2018-07-02,train,Pennsylvania,238220,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was on the fifth step of an 8-foot ladder when he turned/twisted to his left to grab a pipe to make a connection. The ladder also turned/twisted, and the employee fell, striking and lacerating his head on the floor.",0,1,0,0,Hospitalised,0,4330,"Other fall to lower level, unspecified",Fall to lower level,,132,"Cuts, lacerations",10,"Head, unspecified",7420,"Movable ladders, unspecified",6629,"Floor, n.e.c."
2018076624,2018-07-02,train,Missouri,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was installing screws and clips in insulation before placing roofing sheets when the employee slipped and fell approximately 45 feet to a lower level, requiring hospitalization for multiple broken bones.",0,1,0,0,Hospitalised,1,4337,Other fall to lower level more than 30 feet,Fall to lower level,Over 30 ft,10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,9999,Nonclassifiable,660,"Floors, walkways, ground surfaces, unspecified"
2018076632,2018-07-02,train,Florida,236210,2362,Non-residential building,A construction worker assisting with street construction in a new residential community began experiencing symptoms of heat related illness and was hospitalized for heat stroke.,0,1,0,0,Hospitalised,0,531,Exposure to environmental heat,Heat stress,,1721,Heat stroke,6,BODY SYSTEMS,9262,Heat-environmental,,
2018076638,2018-07-03,train,Texas,238220,2382,"Building equipment (electrical, plumbing, HVAC)","Two employees were shutting down equipment to move a condenser's breaker box from one building to another when an arc flash occurred, burning their left and right arms.",0,2,0,0,Hospitalised,1,5110,"Direct exposure to electricity, unspecified",Electrical,,1530,"Electrical burns, unspecified",420,"Arm(s), unspecified",9999,Nonclassifiable,,
2018076647,2018-07-03,train,Mississippi,238210,2382,"Building equipment (electrical, plumbing, HVAC)",An employee was coming down a 6-foot step ladder when he slipped on a rung and fell backwards approximately 3 feet to the concrete floor. He landed on his lower back and fractured his tailbone.,0,1,0,0,Hospitalised,1,4331,Other fall to lower level less than 6 feet,Fall to lower level,Under 6 ft,111,Fractures,324,Coccygeal region,7422,Step ladders,6629,"Floor, n.e.c."
2018076648,2018-07-03,train,Florida,237110,2371,Utility systems,An employee was operating an excavator. The excavator was running hot and the employee was burned while removing the radiator cap.,0,1,0,0,Hospitalised,0,533,Contact with hot objects or substances,"Fire, explosion or burn",,1520,"Heat (thermal) burns, unspecified",9999,Nonclassifiable,9999,Nonclassifiable,,
2018076662,2018-07-03,train,Florida,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",A roofing employee was working at a jobsite and suffered from heat related illness. He was hospitalized.,0,1,0,0,Hospitalised,0,531,Exposure to environmental heat,Heat stress,,1720,"Effects of heat and light, unspecified",6,BODY SYSTEMS,9262,Heat-environmental,,
2018076667,2018-07-03,train,Ohio,238130,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee fell to the concrete ground while coming down an extension ladder, suffering hip, pelvic, rib, and wrist fractures.",0,1,0,0,Hospitalised,1,4330,"Other fall to lower level, unspecified",Fall to lower level,,111,Fractures,899,"Multiple body parts, n.e.c.",7421,Extension ladders,6629,"Floor, n.e.c."
2018076673,2018-07-03,train,Texas,238120,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was welding a 25-foot steel A-frame. As the employee lifted the A-frame, a chain about 10 feet high came loose and the A-frame pinned them, causing a possible fracture to the left femur.",0,1,0,0,Hospitalised,1,60,"Contact with objects and equipment, unspecified",Unknown (not usable),,111,Fractures,511,Thigh(s),659,"Structural elements, n.e.c.",4223,"Chains, n.e.c."
2018076675,2018-07-03,train,Oklahoma,236220,2362,Non-residential building,"An employee was operating a skid loader to dump gravel into a pit. The skid loader was overloaded and tipped into the pit. The cab broke loose and pinned the employee's legs, causing multiple injuries.",0,1,0,0,Hospitalised,0,2731,"Jack-knifed or overturned, nonroadway",Vehicle or mobile equipment,,1972,"Soreness, pain, hurt-nonspecified injury",510,"Leg(s), unspecified",3222,"Skid steer loaders, mini loaders",,
2018076676,2018-07-03,train,Colorado,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was working from a ladder to tie electrical into a junction box on a new construction commercial building. When the employee opened the junction box, a wire fell and contacted his hand, causing a shock. He then fell off the ladder and contacted the ground, fracturing his skull and ribs.",0,1,0,0,Hospitalised,1,4330,"Other fall to lower level, unspecified",Fall to lower level,,111,Fractures,83,Head and trunk,740,"Ladders, unspecified",4417,"Switchboards, switches, fuses"
2018076715,2018-07-05,train,Ohio,238330,2383,"Building finishing (drywall, painting, flooring)",An employee was installing a wood floor. While ripping a piece of wood on a table saw the employee's fingers contacted the saw blade causing amputation injuries to two fingers.,0,0,1,0,Amputation,1,6311,Struck against moving part of machinery or equipment,Struck by or against object,,1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",3573,Table saws,,
2018076732,2018-07-05,train,Alabama,237310,2373,"Highway, street and bridge","An employee was changing a cylinder on the steering column of a motor grader while standing on the raised blade. He hit the lever rod that controls the blade with his hands or arm, causing the blade to rotate and pinch his left leg between the grader and the step. His left leg broke.",0,1,0,0,Hospitalised,0,6411,"Caught in running equipment or machinery during maintenance, cleaning",Caught in or crushed,,111,Fractures,510,"Leg(s), unspecified",3254,"Graders, scrapers-construction",,
2018076733,2018-07-05,train,New York,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was testing a 240V to 480V transformer when he received an electrical shock, causing him to fall to the ground. His back and head struck a concrete step, and he suffered cuts, bruises, electrical burns to his fingertips, and a possible concussion.",0,1,0,0,Hospitalised,1,5112,"Direct exposure to electricity, greater than 220 volts",Electrical,,193,"Electrocutions, electric shocks",6,BODY SYSTEMS,4415,"Power lines, transformers, convertors",,
2018076737,2018-07-05,train,New Jersey,236116,2361,Residential building,An employee was trying to move 8 sheets of sheetrock when a sheet fell on the employee. The employee suffered a broken leg/kneecap.,0,1,0,0,Hospitalised,0,6230,"Struck by falling object or equipment, unspecified",Struck by or against object,,111,Fractures,5181,Knee(s) and leg(s),4198,"Wallboard, drywall, sheetrock",,
2018076739,2018-07-05,train,Ohio,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was removing a transmission line from a bucket truck. The line sagged, contacting a live wire below, and the employee suffered an electrical shock and burn.",0,1,0,0,Hospitalised,1,5112,"Direct exposure to electricity, greater than 220 volts",Electrical,,1530,"Electrical burns, unspecified",9999,Nonclassifiable,4415,"Power lines, transformers, convertors",,
2018076741,2018-07-05,train,Florida,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was on a scissor lift, installing a disconnect to an energized engine bus stop. The disconnect made contact with two phases, causing a short and an arc flash. The employee suffered burns to the skin on the neck, stomach, and left arm and hand.",0,1,0,0,Hospitalised,1,5110,"Direct exposure to electricity, unspecified",Electrical,,1530,"Electrical burns, unspecified",899,"Multiple body parts, n.e.c.",4419,"Electric parts, n.e.c.",,
2018076749,2018-07-06,train,Alabama,238140,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was struck by lightning while walking to his vehicle, requiring hospitalization.",0,1,0,0,Hospitalised,0,5112,"Direct exposure to electricity, greater than 220 volts",Electrical,,193,"Electrocutions, electric shocks",6,BODY SYSTEMS,9274,Lightning,,
2018076763,2018-07-06,train,Texas,236220,2362,Non-residential building,"An employee was in a scissor lift installing metal trusses on a building when he fell approximately 15 feet from the lift, breaking multiple bones.",0,1,0,0,Hospitalised,0,4333,Other fall to lower level 11 to 15 feet,Fall to lower level,11-15 ft,111,Fractures,9999,Nonclassifiable,3467,"Aerial lifts, scissor lifts-except truck-mounted",9999,Nonclassifiable
2018076769,2018-07-06,train,Florida,238120,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee fell from an extension ladder while climbing it. The employee suffered a broken ankle.,0,1,0,0,Hospitalised,0,4330,"Other fall to lower level, unspecified",Fall to lower level,,111,Fractures,52,Ankle(s),7421,Extension ladders,9999,Nonclassifiable
2018076773,2018-07-06,train,Ohio,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was accessing the second floor with a ladder when he lost his grip and fell off the ladder more than 10 ft., landing on his feet and suffering a compound fracture to his ankle.",0,1,0,0,Hospitalised,1,4333,Other fall to lower level 11 to 15 feet,Fall to lower level,11-15 ft,111,Fractures,52,Ankle(s),740,"Ladders, unspecified",660,"Floors, walkways, ground surfaces, unspecified"
2018076778,2018-07-06,train,Ohio,238110,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",An employee was on a ladder placing items in the rafter of a ceiling when the ladder slipped out and he fell to the floor.,0,1,0,0,Hospitalised,0,4330,"Other fall to lower level, unspecified",Fall to lower level,,10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,7420,"Movable ladders, unspecified",6629,"Floor, n.e.c."
2018076784,2018-07-06,train,Georgia,237310,2373,"Highway, street and bridge","An employee's foot slipped off of the second step of a loader as he began to climb into the cab. He fell to the ground and fractured his left hip, requiring hospitalization.",0,1,0,0,Hospitalised,0,4330,"Other fall to lower level, unspecified",Fall to lower level,,111,Fractures,341,Hip(s),3220,"Loaders, unspecified",660,"Floors, walkways, ground surfaces, unspecified"
2018076789,2018-07-06,train,Florida,238340,2383,"Building finishing (drywall, painting, flooring)",An employee was lifting a quartz slab using a clamp attached to an overhead crane when the slab came off the clamp and fractured the employee's right hand.,0,1,0,0,Hospitalised,0,6233,Struck by object falling from vehicle or machinery-other than vehicle part,Struck by or against object,,111,Fractures,440,"Hand(s), unspecified",4113,"Stone, marble, granite slabs",3436,"Cranes-gantry, overhead, monorail, container"
2018076790,2018-07-06,train,Texas,238310,2383,"Building finishing (drywall, painting, flooring)","An employee fell through drywall in an attic, landing on a lower level 11 feet below. He suffered a fractured tailbone.",0,1,0,0,Hospitalised,1,4323,Fall through surface or existing opening 11 to 15 feet,Fall to lower level,11-15 ft,111,Fractures,324,Coccygeal region,4198,"Wallboard, drywall, sheetrock",6629,"Floor, n.e.c."
2018077828,2018-07-06,train,Texas,237110,2371,Utility systems,"On July 6, 2018, an employee was installing pipe in an excavation four feet deep. The walls collapsed and the employee was struck by falling rock and dirt, suffering a compression of the L2 vertebra.",0,1,0,0,Hospitalised,1,651,Excavation or trenching cave-in,Caught in or crushed,,110,"Traumatic injuries to bones, nerves, spinal cord, unspecified",322,Lumbar region,611,"Ditches, channels, trenches, excavations",,
2018076797,2018-07-07,train,Florida,238220,2382,"Building equipment (electrical, plumbing, HVAC)",An employee was on a ladder unhooking the ground clamp of a welding machine with the right hand when the employee grabbed a piece of conduit with the left hand for support and received an electric shock. The employee suffered a burn to the right hand around the thumb and ring finger.,0,1,0,0,Hospitalised,0,5110,"Direct exposure to electricity, unspecified",Electrical,,1530,"Electrical burns, unspecified",440,"Hand(s), unspecified",3594,Welding machinery,,
2018076800,2018-07-07,train,Ohio,238320,2383,"Building finishing (drywall, painting, flooring)","An employee was sandblasting walls. As the employee reached to sand blast a spot, the ladder became unbalanced. The employee fell and the blast stream contacted his left hand and wrist causing abrasions requiring a skin graft and nerve damage.",0,1,0,0,Hospitalised,1,6242,Struck by discharged object or substance,Struck by or against object,,141,"Abrasions, scratches",482,Hand(s) and wrist(s),557,"Sand, gravel",7244,Sandblasters-powered
2018076813,2018-07-07,train,Ohio,238320,2383,"Building finishing (drywall, painting, flooring)","On July 7, 2018, employee was engaged in sand blasting operations when he began having issues with his pot. As he inspected the connections, the sand blasting nozzle activated and the blast media hit his face. He was hospitalized with foreign bodies embedded in the eyes and face.",0,1,0,0,Hospitalised,1,6242,Struck by discharged object or substance,Struck by or against object,,133,"Puncture wounds, except gunshot wounds",138,Multiple face locations,99,"Source, n.e.c.",7244,Sandblasters-powered
2018076827,2018-07-09,train,Florida,238990,2389,"Other specialty trades (site prep, demolition)","An employee was working with a gunite mixer when the auger failed due to an abnormal valve. The auger pulled his gloved hand into the mixer, resulting in the amputation of his ring and middle fingers.",0,1,1,0,Amputation,0,6410,"Caught in running equipment or machinery, unspecified",Caught in or crushed,,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",3291,"Agitators, mixers-earth, mineral",9111,"Belts, gloves, neckties, scarves"
2018076840,2018-07-09,train,Pennsylvania,237310,2373,"Highway, street and bridge",An employee was descending a set of stairs when his boot tread may have become stuck in the stair grating causing him to trip and fall to the ground. The employee sustained multiple fractures to his left leg.,0,1,0,0,Hospitalised,0,4330,"Other fall to lower level, unspecified",Fall to lower level,,111,Fractures,510,"Leg(s), unspecified",6610,"Stairs, steps, unspecified",660,"Floors, walkways, ground surfaces, unspecified"
2018076842,2018-07-09,train,Kansas,238910,2389,"Other specialty trades (site prep, demolition)","An employee was waiting for an excavator to move its boom into place and stop operating. The excavator stopped, and the employee walked toward the machine. The bucket began to move again and struck the employee, causing a spleen injury.",0,1,0,0,Hospitalised,0,6213,Struck by swinging part of powered vehicle,Struck by or against object,,194,Internal injuries to organs and blood vessels of the trunk,330,"Abdomen, except internal location of diseases or disorders",3210,"Excavating machinery, unspecified",,
2018076848,2018-07-09,train,Florida,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was walking on a metal roof when he fell through a section that had been cut out. He landed 12-15 feet below, breaking his foot.",0,1,0,0,Hospitalised,1,4323,Fall through surface or existing opening 11 to 15 feet,Fall to lower level,11-15 ft,111,Fractures,530,"Foot (feet), unspecified",6542,"Existing roof openings, other than skylights",9999,Nonclassifiable
2018076852,2018-07-09,train,New York,237990,2379,Other heavy and civil,"An employee was signaling for a load to be brought up. The employee's finger was caught between the load line and the sheave of the block, and the employee suffered an amputation of the little finger on the left hand.",0,1,1,0,Amputation,0,640,"Caught in or compressed by equipment or objects, unspecified",Caught in or crushed,,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",4423,"Drums, pulleys, sheaves",,
2018076860,2018-07-09,train,Missouri,238310,2383,"Building finishing (drywall, painting, flooring)","An employee was applying home coating around the exterior of a rooftop when the employee fell off the edge of the building, suffering a broken wrist and other trauma.",0,1,0,0,Hospitalised,1,4330,"Other fall to lower level, unspecified",Fall to lower level,,111,Fractures,43,Wrist(s),6544,Roof edges,9999,Nonclassifiable
2018076861,2018-07-09,train,Florida,238310,2383,"Building finishing (drywall, painting, flooring)","An employee was cutting a piece of metal in a 12"" compound miter saw when the material became caught in the saw and pulled his arm into the extruded aluminum knife edge metal, causing a deep laceration to his left forearm.",0,1,0,0,Hospitalised,0,6412,Caught in running equipment or machinery during regular operation,Caught in or crushed,,132,"Cuts, lacerations",423,Forearm(s),3579,"Sawing machinery-stationary, n.e.c.",,
2018076862,2018-07-09,train,Pennsylvania,237120,2371,Utility systems,"An employee was driving a side-boom operator across a temporary bridge. The bridge collapsed and the machine rolled slightly and came to rest at about a 45 degree angle. As the employee disconnected his seat belt, he fell from the machine and landed in the creek bed on his back. The fall caused hairline fractures to his scapula and a rib.",0,1,0,0,Hospitalised,1,4330,"Other fall to lower level, unspecified",Fall to lower level,,111,Fractures,899,"Multiple body parts, n.e.c.",8422,"Boom truck, bucket or basket hoist truck",6733,"Rivers, streams"
2018076887,2018-07-10,train,Ohio,237110,2371,Utility systems,An employee suffered heat stroke while working on a jobsite installing foundation drains.,0,1,0,0,Hospitalised,1,531,Exposure to environmental heat,Heat stress,,1721,Heat stroke,6,BODY SYSTEMS,9262,Heat-environmental,,
2018076888,2018-07-10,train,Illinois,237310,2373,"Highway, street and bridge",An employee showed signs of heat stress while operating a paver during a heat wave. The employee was hospitalized.,0,1,0,0,Hospitalised,0,531,Exposure to environmental heat,Heat stress,,1720,"Effects of heat and light, unspecified",6,BODY SYSTEMS,9262,Heat-environmental,,
2018076895,2018-07-10,train,Ohio,238910,2389,"Other specialty trades (site prep, demolition)","On July 10, 2018, an employee was unloading a tandem dump truck at a dump site. The locking mechanism on the truck's gate was stuck. As the employee tried to unjam it, their hands were caught between the gate and the truck bed. The employee's left-hand fingers were crushed, with a possible amputation to the left middle finger; the right-hand fingers suffered contusions.",0,1,0,0,Hospitalised,0,6213,Struck by swinging part of powered vehicle,Struck by or against object,,1971,Crushing injuries,4429,"Finger(s), fingernail(s), n.e.c.",8423,Dump truck,,
2018076900,2018-07-10,train,New York,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was operating an ATV to move base plates on a roof when the throttle became stuck and he lost control, falling off the roof to the ground and breaking ribs.",0,1,0,0,Hospitalised,1,2732,"Ran off driving surface, nonroadway",Vehicle or mobile equipment,,111,Fractures,310,"Chest, except internal location of diseases or disorders",8611,"ATV, all terrain vehicle",,
2018076903,2018-07-10,train,Louisiana,237990,2379,Other heavy and civil,"An employee was removing a large hydraulic ram to gain access to a hydraulic leak when he unbolted the cradle and it fell out, pinning him against a steel bulkhead. He suffered an amputation to his right arm.",0,1,1,0,Amputation,1,6230,"Struck by falling object or equipment, unspecified",Struck by or against object,,1311,Amputations,420,"Arm(s), unspecified",40,"Parts and materials, unspecified",,
2018076915,2018-07-10,train,Florida,237110,2371,Utility systems,"An employee of G&H Underground Construction, Inc., was cutting a concrete pipe with a gas-powered concrete saw when the saw kicked back, striking and lacerating the employee's throat.",0,1,0,0,Hospitalised,1,6252,Injured by slipping or swinging object held by injured worker,Struck by or against object,,132,"Cuts, lacerations",20,"Neck, except internal location of diseases or disorders",7224,"Saws-powered, except chainsaws",,
2018076917,2018-07-10,train,Illinois,237130,2371,Utility systems,"An employee suffered heat-related illness while prepping a site for utility pole installations, requiring hospitalization.",0,1,0,0,Hospitalised,0,531,Exposure to environmental heat,Heat stress,,1720,"Effects of heat and light, unspecified",6,BODY SYSTEMS,9262,Heat-environmental,,
2018076918,2018-07-10,train,Texas,236210,2362,Non-residential building,"An employee was removing bolts from a pipe flange when he lost his balance and fell, striking his right side against a valve handle and breaking a rib.",0,1,0,0,Hospitalised,0,424,"Fall onto or against object on same level, n.e.c.","Slip, trip or same-level fall",,111,Fractures,310,"Chest, except internal location of diseases or disorders",660,"Floors, walkways, ground surfaces, unspecified",423,"Valves, nozzles"
2018076919,2018-07-10,train,Illinois,237990,2379,Other heavy and civil,"An employee was working near a manhole when a car drove through the work zone and caught the line/cords to the employee s water pump equipment, causing the equipment to strike the employee s right arm.",0,1,0,0,Hospitalised,0,249,"Pedestrian vehicular incident, n.e.c.",Vehicle or mobile equipment,,1972,"Soreness, pain, hurt-nonspecified injury",420,"Arm(s), unspecified",3797,Pumps,8413,Automobile
2018076922,2018-07-10,train,Ohio,238130,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was installing house wrap tape while working from a 300-pound-rated, 28- to 32-foot fiberglass extension ladder, which had filler lumber material elevating and supporting one side of the base ladder side rails to level the ladder base. During the house wrap taping operation, the ladder and employee fell an estimated 20 feet. The employee suffered wrist, elbow, arm, and rib fractures, as well as lacerations to the kidney and face.",0,1,0,0,Hospitalised,0,4334,Other fall to lower level 16 to 20 feet,Fall to lower level,16-20 ft,194,Internal injuries to organs and blood vessels of the trunk,330,"Abdomen, except internal location of diseases or disorders",7421,Extension ladders,9999,Nonclassifiable
2018076934,2018-07-10,train,Alabama,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee experienced severe heat cramps after conducting electrical rewiring activities, requiring hospitalization for heat stress.",0,1,0,0,Hospitalised,1,531,Exposure to environmental heat,Heat stress,,1720,"Effects of heat and light, unspecified",6,BODY SYSTEMS,9262,Heat-environmental,,
2018076942,2018-07-11,train,Oklahoma,236220,2362,Non-residential building,"The injured employee was working on a crew finishing a concrete curb. After finishing, the employee started cramping and was hospitalized for potential heat stroke.",0,1,0,0,Hospitalised,1,531,Exposure to environmental heat,Heat stress,,1721,Heat stroke,6,BODY SYSTEMS,9262,Heat-environmental,,
2018076960,2018-07-11,train,Ohio,237310,2373,"Highway, street and bridge","An employee was working on the ground at an active job site when a reversing milling machine ran over the employee's left foot. The machine continued running up his leg to approximately his hip. His left foot and leg were crushed, with damage to the left hip and amputation of the left leg from the knee down. He also suffered a fractured right leg and hip.",0,1,1,0,Amputation,1,2443,Pedestrian struck by vehicle backing up in nonroadway area,Vehicle or mobile equipment,,1311,Amputations,513,Lower leg(s),3255,"Milling machines, cold planers, and road profilers",,
2018076962,2018-07-11,train,Texas,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was doing electrical work when he fell 6 feet from a ladder, injuring his back and head.",0,1,0,0,Hospitalised,0,4332,Other fall to lower level 6 to 10 feet,Fall to lower level,6-10 ft,1972,"Soreness, pain, hurt-nonspecified injury",83,Head and trunk,740,"Ladders, unspecified",9999,Nonclassifiable
2018076968,2018-07-11,train,Georgia,238320,2383,"Building finishing (drywall, painting, flooring)","An employee was climbing a fixed ladder up to a water tower when a stranded metal safety cable located beside the ladder came loose at the top anchor point and struck his leg, puncturing his right thigh.",0,1,0,0,Hospitalised,0,620,"Struck by object or equipment, unspecified",Struck by or against object,,133,"Puncture wounds, except gunshot wounds",511,Thigh(s),4226,"Wire, cables-nonelectrical",,
2018076972,2018-07-11,train,Alabama,236210,2362,Non-residential building,"An employee was in a lift basket placing corrugated roof panels on a roof when the employee exited the lift basket to measure the next piece of decking and fell 15 feet to the ground. The employee suffered fractures and lacerations, as well as bruised heels on both feet.",0,1,0,0,Hospitalised,1,4333,Other fall to lower level 11 to 15 feet,Fall to lower level,11-15 ft,111,Fractures,9999,Nonclassifiable,3467,"Aerial lifts, scissor lifts-except truck-mounted",660,"Floors, walkways, ground surfaces, unspecified"
2018076973,2018-07-11,train,Missouri,238220,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was placing a metal screen on a sheet metal folding machine when his foot inadvertently pushed down on the machine's cycle foot pedal, causing the upper ram to close down on his hands. He suffered a compression injury and fractures to the left hand and bruises to the right hand.",0,1,0,0,Hospitalised,0,6412,Caught in running equipment or machinery during regular operation,Caught in or crushed,,111,Fractures,440,"Hand(s), unspecified",3519,"Bending, rolling, shaping machinery, n.e.c.",,
