"row_id","project_id","cost_code","period_month","budgeted_cost","earned_value","actual_cost","cpi","spi"
"COST000290","PRJ008","LAB-REBR","2026-02-01","4800000","4874678","4840054","1.01","1.02"
"COST000291","PRJ008","LAB-SAF","2026-03-01","17000000","18315344","18173322","1.01","1.08"
"COST000292","PRJ008","MAT-AGG","2026-04-01","5000000","4913298","5203009","0.94","0.98"
"COST000293","PRJ008","EQP-CRANE","2026-05-01","8100000","8405912","7601914","1.11","1.04"
"COST000294","PRJ008","EQP-GEN","2026-06-01","3800000","3808488","3615885","1.05","1"
"COST000295","PRJ008","EQP-CRANE","2026-07-01","14900000","10674017","19689320","0.54","0.72"
"COST000296","PRJ008","SUB-EXT","2026-08-01","10000000","10334086","9920778","1.04","1.03"
"COST000297","PRJ008","OVH-HSE","2026-09-01","8200000","7769349","7354200","1.06","0.95"
"COST000298","PRJ008","LAB-CARP","2024-10-01","10000000","9425332","10555114","0.89","0.94"
"COST000299","PRJ008","LAB-FIN","2024-11-01","10900000","9610323","11976406","0.8","0.88"
"COST000300","PRJ008","MAT-STEEL","2024-12-01","15400000","16117053","16616872","0.97","1.05"
"COST000301","PRJ008","MAT-FIN","2025-01-01","16400000","15216660","17395417","0.87","0.93"
"COST000302","PRJ008","EQP-EARTH","2025-02-01","17900000","19005973","19136076","0.99","1.06"
"COST000303","PRJ008","SUB-STRC","2025-03-01","3900000","3785303","3646899","1.04","0.97"
"COST000304","PRJ008","SUB-STRC","2025-04-01","1200000","908921","1430275","0.64","0.76"
"COST000305","PRJ008","OVH-QA","2025-05-01","12600000","12823513","12777531","1","1.02"
"COST000306","PRJ008","OVH-ADM","2025-06-01","17500000","16162810","18470356","0.88","0.92"
"COST000307","PRJ008","LAB-MEP","2025-07-01","3300000","3092263","3613272","0.86","0.94"
"COST000308","PRJ008","MAT-CEM","2025-08-01","2800000","2920770","2703338","1.08","1.04"
"COST000309","PRJ008","MAT-BLK","2025-09-01","11800000","11400558","11027874","1.03","0.97"
"COST000310","PRJ008","EQP-PUMP","2025-10-01","13500000","13429456","14042608","0.96","0.99"
"COST000311","PRJ008","EQP-SCAF","2025-11-01","13600000","12275553","13685713","0.9","0.9"
"COST000312","PRJ008","SUB-FACADE","2025-12-01","10000000","10314685","9999052","1.03","1.03"
"COST000313","PRJ008","MAT-STEEL","2026-01-01","15200000","10842475","19505328","0.56","0.71"
"COST000314","PRJ008","OVH-UTIL","2026-02-01","11100000","11805460","11271991","1.05","1.06"
"COST000315","PRJ008","LAB-REBR","2026-03-01","3400000","3246513","3453469","0.94","0.95"
"COST000316","PRJ008","LAB-SAF","2026-04-01","13000000","12749750","13544497","0.94","0.98"
"COST000317","PRJ008","MAT-AGG","2026-05-01","5600000","5303224","5010251","1.06","0.95"
"COST000318","PRJ008","EQP-CRANE","2026-06-01","14800000","14349990","15425789","0.93","0.97"
"COST000319","PRJ008","EQP-GEN","2026-07-01","4100000","3690337","3663315","1.01","0.9"
"COST000320","PRJ008","SUB-MEP","2026-08-01","15600000","15078788","16995715","0.89","0.97"
"COST000321","PRJ009","MAT-STEEL","2025-06-01","17100000","15355900","18566837","0.83","0.9"
"COST000322","PRJ009","MAT-FIN","2025-07-01","6600000","6724598","6188358","1.09","1.02"
"COST000323","PRJ009","EQP-EARTH","2025-08-01","5800000","5968810","5839139","1.02","1.03"
"COST000324","PRJ009","SUB-STRC","2025-09-01","4500000","4499684","4710677","0.96","1"
"COST000325","PRJ009","SUB-WTR","2025-10-01","11900000","10592378","11310563","0.94","0.89"
"COST000326","PRJ009","MAT-STEEL","2025-11-01","5200000","3839379","6730927","0.57","0.74"
"COST000327","PRJ009","OVH-ADM","2025-12-01","4800000","4962495","4951710","1","1.03"
"COST000328","PRJ009","LAB-MEP","2026-01-01","8700000","9167179","8770115","1.05","1.05"
"COST000329","PRJ009","MAT-CEM","2026-02-01","15400000","16045637","16465503","0.97","1.04"
"COST000330","PRJ009","MAT-BLK","2026-03-01","7200000","6432640","7214462","0.89","0.89"
"COST000331","PRJ009","EQP-PUMP","2026-04-01","16000000","17217867","14448842","1.19","1.08"
"COST000332","PRJ009","EQP-SCAF","2026-05-01","14000000","12686275","13178600","0.96","0.91"
"COST000333","PRJ009","SUB-FACADE","2026-06-01","16900000","15279307","18293862","0.84","0.9"
"COST000334","PRJ009","OVH-SITE","2026-07-01","12100000","11506377","12746789","0.9","0.95"
"COST000335","PRJ009","EQP-CRANE","2026-08-01","16100000","10597720","20542306","0.52","0.66"
"COST000336","PRJ009","LAB-REBR","2026-09-01","5700000","5382909","6264580","0.86","0.94"
"COST000337","PRJ009","LAB-SAF","2024-10-01","6600000","6221378","7242978","0.86","0.94"
"COST000338","PRJ009","MAT-AGG","2024-11-01","15400000","16360504","13610337","1.2","1.06"
"COST000339","PRJ009","EQP-CRANE","2024-12-01","5300000","4691187","5623370","0.83","0.89"
"COST000340","PRJ009","EQP-GEN","2025-01-01","10700000","11071024","9874483","1.12","1.03"
"COST000341","PRJ009","SUB-MEP","2025-02-01","5400000","5675656","5211663","1.09","1.05"
"COST000342","PRJ009","SUB-EXT","2025-03-01","12000000","10586930","12671817","0.84","0.88"
"COST000343","PRJ009","OVH-HSE","2025-04-01","2600000","2683789","2411946","1.11","1.03"
"COST000344","PRJ009","SUB-STRC","2025-05-01","11800000","8171414","14787016","0.55","0.69"
"COST000345","PRJ009","LAB-FIN","2025-06-01","6800000","6809596","7282694","0.94","1"
"COST000346","PRJ009","MAT-STEEL","2025-07-01","9600000","9436429","8608956","1.1","0.98"
"COST000347","PRJ009","MAT-FIN","2025-08-01","1000000","919625","1030734","0.89","0.92"
"COST000348","PRJ009","EQP-EARTH","2025-09-01","18000000","17041170","17762651","0.96","0.95"
"COST000349","PRJ009","SUB-STRC","2025-10-01","4700000","5070592","5091645","1","1.08"
"COST000350","PRJ009","SUB-WTR","2025-11-01","14400000","13309016","13010119","1.02","0.92"
"COST000351","PRJ009","OVH-QA","2025-12-01","10900000","11433358","11775656","0.97","1.05"
"COST000352","PRJ009","OVH-ADM","2026-01-01","7600000","7042450","8054952","0.87","0.93"
"COST000353","PRJ009","MAT-STEEL","2026-02-01","4500000","2897038","6157695","0.47","0.64"
"COST000354","PRJ009","MAT-CEM","2026-03-01","8800000","8247792","9309595","0.89","0.94"
"COST000355","PRJ009","MAT-BLK","2026-04-01","7700000","8297690","7597145","1.09","1.08"
"COST000356","PRJ009","EQP-PUMP","2026-05-01","11700000","12220415","12727911","0.96","1.04"
"COST000357","PRJ009","EQP-SCAF","2026-06-01","17300000","18210094","15697479","1.16","1.05"
"COST000358","PRJ009","SUB-FACADE","2026-07-01","16100000","16090035","15275909","1.05","1"
"COST000359","PRJ009","OVH-SITE","2026-08-01","14900000","16076459","15617515","1.03","1.08"
"COST000360","PRJ009","OVH-UTIL","2026-09-01","15000000","16000428","14610991","1.1","1.07"
"COST000361","PRJ010","EQP-GEN","2025-07-01","14700000","15479294","14662085","1.06","1.05"
"COST000362","PRJ010","SUB-MEP","2025-08-01","17600000","18677387","19044380","0.98","1.06"
"COST000363","PRJ010","SUB-EXT","2025-09-01","11200000","11806428","10499213","1.12","1.05"
"COST000364","PRJ010","OVH-HSE","2025-10-01","6200000","5679085","6399963","0.89","0.92"
"COST000365","PRJ010","LAB-CARP","2025-11-01","1200000","1115485","1092508","1.02","0.93"
"COST000366","PRJ010","MAT-STEEL","2025-12-01","15900000","12665372","20920894","0.61","0.8"
"COST000367","PRJ010","MAT-STEEL","2026-01-01","4600000","4435810","4137255","1.07","0.96"
"COST000368","PRJ010","MAT-FIN","2026-02-01","1800000","1599766","1602562","1","0.89"
"COST000369","PRJ010","EQP-EARTH","2026-03-01","16700000","15353805","17448967","0.88","0.92"
"COST000370","PRJ010","SUB-STRC","2026-04-01","16300000","16816620","17257421","0.97","1.03"
"COST000371","PRJ010","SUB-WTR","2026-05-01","1800000","1728600","1822094","0.95","0.96"
"COST000372","PRJ010","OVH-QA","2026-06-01","16200000","15465651","17247937","0.9","0.95"
"COST000373","PRJ010","OVH-ADM","2026-07-01","5600000","5352205","5675356","0.94","0.96"
"COST000374","PRJ010","LAB-MEP","2026-08-01","12600000","11331690","12552578","0.9","0.9"
"COST000375","PRJ010","EQP-CRANE","2026-09-01","12700000","8761700","16162454","0.54","0.69"
"COST000376","PRJ010","MAT-BLK","2024-10-01","4300000","4304096","4548603","0.95","1"
"COST000377","PRJ010","EQP-PUMP","2024-11-01","18000000","18013914","19268123","0.93","1"
"COST000378","PRJ010","EQP-SCAF","2024-12-01","5200000","4971695","5699735","0.87","0.96"
"COST000379","PRJ010","SUB-FACADE","2025-01-01","1500000","1371581","1545901","0.89","0.91"
"COST000380","PRJ010","OVH-SITE","2025-02-01","7500000","6939796","7329400","0.95","0.93"
"COST000381","PRJ010","OVH-UTIL","2025-03-01","3800000","3456500","3875343","0.89","0.91"
"COST000382","PRJ010","LAB-REBR","2025-04-01","11900000","10556554","12212534","0.86","0.89"
"COST000383","PRJ010","LAB-SAF","2025-05-01","9400000","9847121","9814077","1","1.05"
"COST000384","PRJ010","SUB-STRC","2025-06-01","7200000","5653021","9756986","0.58","0.79"
"COST000385","PRJ010","EQP-CRANE","2025-07-01","5200000","5204705","4611010","1.13","1"
"COST000386","PRJ010","EQP-GEN","2025-08-01","16900000","17794078","17220884","1.03","1.05"
"COST000387","PRJ010","SUB-MEP","2025-09-01","3400000","3089401","3522658","0.88","0.91"
"COST000388","PRJ010","SUB-EXT","2025-10-01","11700000","10634344","10677390","1","0.91"
"COST000389","PRJ010","OVH-HSE","2025-11-01","8200000","7344384","7279987","1.01","0.9"
"COST000390","PRJ010","LAB-CARP","2025-12-01","7200000","7528112","6865856","1.1","1.05"
"COST000391","PRJ010","LAB-FIN","2026-01-01","4500000","4118868","4213627","0.98","0.92"
"COST000392","PRJ010","MAT-STEEL","2026-02-01","16800000","17509967","15097912","1.16","1.04"
"COST000393","PRJ010","MAT-STEEL","2026-03-01","1800000","1396812","2179938","0.64","0.78"
"COST000394","PRJ010","EQP-EARTH","2026-04-01","15900000","15636486","14783070","1.06","0.98"
"COST000395","PRJ010","SUB-STRC","2026-05-01","15600000","15720730","15974176","0.98","1.01"
"COST000396","PRJ010","SUB-WTR","2026-06-01","11700000","12259646","10583132","1.16","1.05"
"COST000397","PRJ010","OVH-QA","2026-07-01","2500000","2284712","2611663","0.87","0.91"
"COST000398","PRJ010","OVH-ADM","2026-08-01","15000000","15628872","13532248","1.15","1.04"
"COST000399","PRJ010","LAB-MEP","2026-09-01","11400000","10165961","12454463","0.82","0.89"
"COST000400","PRJ010","MAT-CEM","2024-10-01","6900000","6810267","6458618","1.05","0.99"
"COST000401","PRJ011","OVH-SITE","2025-08-01","3200000","3158059","3275460","0.96","0.99"
"COST000402","PRJ011","OVH-UTIL","2025-09-01","900000","920097","842817","1.09","1.02"
"COST000403","PRJ011","LAB-REBR","2025-10-01","9600000","9026126","8744710","1.03","0.94"
"COST000404","PRJ011","LAB-SAF","2025-11-01","13300000","11714925","13050927","0.9","0.88"
"COST000405","PRJ011","MAT-AGG","2025-12-01","3800000","3529619","4090380","0.86","0.93"
"COST000406","PRJ011","MAT-STEEL","2026-01-01","11500000","7694097","15144720","0.51","0.67"
"COST000407","PRJ011","EQP-GEN","2026-02-01","3500000","3223346","3578201","0.9","0.92"
"COST000408","PRJ011","SUB-MEP","2026-03-01","9100000","8178448","8079982","1.01","0.9"
"COST000409","PRJ011","SUB-EXT","2026-04-01","3000000","2719511","2664239","1.02","0.91"
"COST000410","PRJ011","OVH-HSE","2026-05-01","9200000","9712068","9619648","1.01","1.06"
"COST000411","PRJ011","LAB-CARP","2026-06-01","6600000","6978017","6576502","1.06","1.06"
"COST000412","PRJ011","LAB-FIN","2026-07-01","11400000","10075385","12492551","0.81","0.88"
"COST000413","PRJ011","MAT-STEEL","2026-08-01","3100000","2752543","2793046","0.99","0.89"
"COST000414","PRJ011","MAT-FIN","2026-09-01","1000000","924376","955085","0.97","0.92"
"COST000415","PRJ011","EQP-CRANE","2024-10-01","13900000","9407629","18257501","0.52","0.68"
"COST000416","PRJ011","SUB-STRC","2024-11-01","15500000","14683185","14631982","1","0.95"
"COST000417","PRJ011","SUB-WTR","2024-12-01","5900000","6217329","5211748","1.19","1.05"
"COST000418","PRJ011","OVH-QA","2025-01-01","14500000","15169438","15408286","0.98","1.05"
"COST000419","PRJ011","OVH-ADM","2025-02-01","14000000","14019989","13071535","1.07","1"
"COST000420","PRJ011","LAB-MEP","2025-03-01","9800000","8739285","9922135","0.88","0.89"
"COST000421","PRJ011","MAT-CEM","2025-04-01","14100000","15065638","13789370","1.09","1.07"
"COST000422","PRJ011","MAT-BLK","2025-05-01","17500000","18740344","18123909","1.03","1.07"
"COST000423","PRJ011","EQP-PUMP","2025-06-01","4000000","3606418","3724215","0.97","0.9"
"COST000424","PRJ011","SUB-STRC","2025-07-01","2900000","2039085","3741760","0.54","0.7"
"COST000425","PRJ011","SUB-FACADE","2025-08-01","9500000","10178109","8745634","1.16","1.07"
"COST000426","PRJ011","OVH-SITE","2025-09-01","6500000","5808255","6873140","0.85","0.89"
"COST000427","PRJ011","OVH-UTIL","2025-10-01","16000000","15507021","14879572","1.04","0.97"
"COST000428","PRJ011","LAB-REBR","2025-11-01","2200000","1997283","2266857","0.88","0.91"
"COST000429","PRJ011","LAB-SAF","2025-12-01","7200000","6714881","7619112","0.88","0.93"
"COST000430","PRJ011","MAT-AGG","2026-01-01","13600000","13929283","14474662","0.96","1.02"
"COST000431","PRJ011","EQP-CRANE","2026-02-01","17300000","15674218","17168891","0.91","0.91"
"COST000432","PRJ011","EQP-GEN","2026-03-01","15300000","16471344","14716696","1.12","1.08"
"COST000433","PRJ011","MAT-STEEL","2026-04-01","17100000","11639000","21766005","0.53","0.68"
"COST000434","PRJ011","SUB-EXT","2026-05-01","3600000","3283668","3643052","0.9","0.91"
"COST000435","PRJ011","OVH-HSE","2026-06-01","8300000","7382516","7490997","0.99","0.89"
"COST000436","PRJ011","LAB-CARP","2026-07-01","14900000","15886077","14782271","1.07","1.07"
"COST000437","PRJ011","LAB-FIN","2026-08-01","2700000","2663082","2547800","1.05","0.99"
"COST000438","PRJ011","MAT-STEEL","2026-09-01","15100000","13690111","14456375","0.95","0.91"
"COST000439","PRJ011","MAT-FIN","2024-10-01","4400000","4229226","4595852","0.92","0.96"
"COST000440","PRJ011","EQP-EARTH","2024-11-01","7200000","7554072","6953761","1.09","1.05"
"COST000441","PRJ012","LAB-MEP","2025-09-01","3400000","3417832","3623664","0.94","1.01"
"COST000442","PRJ012","MAT-CEM","2025-10-01","9800000","9921194","10753712","0.92","1.01"
"COST000443","PRJ012","MAT-BLK","2025-11-01","17100000","16532540","16637988","0.99","0.97"
"COST000444","PRJ012","EQP-PUMP","2025-12-01","5200000","4657840","4905400","0.95","0.9"
"COST000445","PRJ012","EQP-SCAF","2026-01-01","1600000","1447335","1537408","0.94","0.9"
"COST000446","PRJ012","MAT-STEEL","2026-02-01","17700000","11786366","23036023","0.51","0.67"
"COST000447","PRJ012","OVH-SITE","2026-03-01","5900000","6299722","6163926","1.02","1.07"
"COST000448","PRJ012","OVH-UTIL","2026-04-01","16300000","14741002","17525334","0.84","0.9"
"COST000449","PRJ012","LAB-REBR","2026-05-01","5500000","5747514","4996469","1.15","1.05"
"COST000450","PRJ012","LAB-SAF","2026-06-01","4500000","4412788","4693444","0.94","0.98"
"COST000451","PRJ012","MAT-AGG","2026-07-01","2900000","2625073","2857845","0.92","0.91"
"COST000452","PRJ012","EQP-CRANE","2026-08-01","12300000","11415552","11572600","0.99","0.93"
"COST000453","PRJ012","EQP-GEN","2026-09-01","4700000","4481853","4978577","0.9","0.95"
"COST000454","PRJ012","SUB-MEP","2024-10-01","15400000","15599558","13913301","1.12","1.01"
"COST000455","PRJ012","EQP-CRANE","2024-11-01","17100000","10720991","21240065","0.5","0.63"
"COST000456","PRJ012","OVH-HSE","2024-12-01","5100000","5181596","5484739","0.94","1.02"
"COST000457","PRJ012","LAB-CARP","2025-01-01","11600000","10953726","10328891","1.06","0.94"
"COST000458","PRJ012","LAB-FIN","2025-02-01","7000000","6183631","6773635","0.91","0.88"
"COST000459","PRJ012","MAT-STEEL","2025-03-01","11900000","10936866","13086453","0.84","0.92"
"COST000460","PRJ012","MAT-FIN","2025-04-01","1200000","1063397","1209283","0.88","0.89"
"COST000461","PRJ012","EQP-EARTH","2025-05-01","7000000","6348133","7095292","0.89","0.91"
"COST000462","PRJ012","SUB-STRC","2025-06-01","16200000","15753433","15549426","1.01","0.97"
"COST000463","PRJ012","SUB-WTR","2025-07-01","14400000","14300561","13022531","1.1","0.99"
"COST000464","PRJ012","SUB-STRC","2025-08-01","6400000","4824143","7838464","0.62","0.75"
"COST000465","PRJ012","OVH-ADM","2025-09-01","16100000","16995091","15690942","1.08","1.06"
"COST000466","PRJ012","LAB-MEP","2025-10-01","9900000","9346311","10620381","0.88","0.94"
"COST000467","PRJ012","MAT-CEM","2025-11-01","8600000","8173979","8741784","0.94","0.95"
"COST000468","PRJ012","MAT-BLK","2025-12-01","9400000","8377432","9013535","0.93","0.89"
"COST000469","PRJ012","EQP-PUMP","2026-01-01","5300000","4842453","5310062","0.91","0.91"
"COST000470","PRJ012","EQP-SCAF","2026-02-01","9700000","9801798","9965732","0.98","1.01"
"COST000471","PRJ012","SUB-FACADE","2026-03-01","7100000","6512348","6625344","0.98","0.92"
"COST000472","PRJ012","OVH-SITE","2026-04-01","14300000","14815367","13438010","1.1","1.04"
"COST000473","PRJ012","MAT-STEEL","2026-05-01","8900000","5670786","10851624","0.52","0.64"
"COST000474","PRJ012","LAB-REBR","2026-06-01","7700000","6823392","7105482","0.96","0.89"
"COST000475","PRJ012","LAB-SAF","2026-07-01","16100000","15119474","14461433","1.05","0.94"
"COST000476","PRJ012","MAT-AGG","2026-08-01","9900000","8940772","8885893","1.01","0.9"
"COST000477","PRJ012","EQP-CRANE","2026-09-01","16100000","14181008","16334737","0.87","0.88"
"COST000478","PRJ012","EQP-GEN","2024-10-01","7400000","7728567","6819827","1.13","1.04"
"COST000479","PRJ012","SUB-MEP","2024-11-01","13500000","12348838","12515644","0.99","0.91"
"COST000480","PRJ012","SUB-EXT","2024-12-01","17700000","18320735","16689980","1.1","1.04"
"COST000481","PRJ013","MAT-FIN","2025-10-01","14800000","15470689","13614675","1.14","1.05"
"COST000482","PRJ013","EQP-EARTH","2025-11-01","16700000","16888990","16781539","1.01","1.01"
"COST000483","PRJ013","SUB-STRC","2025-12-01","12600000","11373007","12321285","0.92","0.9"
"COST000484","PRJ013","SUB-WTR","2026-01-01","4600000","4761185","4559875","1.04","1.04"
"COST000485","PRJ013","OVH-QA","2026-02-01","17000000","15525846","15151494","1.02","0.91"
"COST000486","PRJ013","MAT-STEEL","2026-03-01","6100000","4908800","7668350","0.64","0.8"
"COST000487","PRJ013","LAB-MEP","2026-04-01","12200000","12447787","11551924","1.08","1.02"
"COST000488","PRJ013","MAT-CEM","2026-05-01","9600000","9045367","10155304","0.89","0.94"
"COST000489","PRJ013","MAT-BLK","2026-06-01","5500000","5437847","5305431","1.02","0.99"
"COST000490","PRJ013","EQP-PUMP","2026-07-01","8700000","8812364","8444530","1.04","1.01"
"COST000491","PRJ013","EQP-SCAF","2026-08-01","16900000","17202289","16003126","1.07","1.02"
"COST000492","PRJ013","SUB-FACADE","2026-09-01","2000000","1914778","2199151","0.87","0.96"
"COST000493","PRJ013","OVH-SITE","2024-10-01","4100000","4286935","3780852","1.13","1.05"
"COST000494","PRJ013","OVH-UTIL","2024-11-01","5500000","5394591","5613372","0.96","0.98"
"COST000495","PRJ013","EQP-CRANE","2024-12-01","13800000","10292290","18736495","0.55","0.75"
"COST000496","PRJ013","LAB-SAF","2025-01-01","1300000","1297473","1205378","1.08","1"
"COST000497","PRJ013","MAT-AGG","2025-02-01","3700000","3403011","3906309","0.87","0.92"
"COST000498","PRJ013","EQP-CRANE","2025-03-01","15500000","16226526","15369684","1.06","1.05"
"COST000499","PRJ013","EQP-GEN","2025-04-01","16600000","16906456","15312635","1.1","1.02"
"COST000500","PRJ013","SUB-MEP","2025-05-01","8300000","8244128","8306663","0.99","0.99"
"COST000501","PRJ013","SUB-EXT","2025-06-01","10500000","10761104","9449895","1.14","1.02"
"COST000502","PRJ013","OVH-HSE","2025-07-01","9700000","9792895","10653679","0.92","1.01"
"COST000503","PRJ013","LAB-CARP","2025-08-01","2800000","2594689","2524034","1.03","0.93"
"COST000504","PRJ013","SUB-STRC","2025-09-01","11700000","7670985","15332032","0.5","0.66"
"COST000505","PRJ013","MAT-STEEL","2025-10-01","12700000","11804181","12668320","0.93","0.93"
"COST000506","PRJ013","MAT-FIN","2025-11-01","8000000","7144001","7940349","0.9","0.89"
"COST000507","PRJ013","EQP-EARTH","2025-12-01","9700000","8791031","9528876","0.92","0.91"
"COST000508","PRJ013","SUB-STRC","2026-01-01","8300000","8843563","8593410","1.03","1.07"
"COST000509","PRJ013","SUB-WTR","2026-02-01","16600000","15304557","17540460","0.87","0.92"
"COST000510","PRJ013","OVH-QA","2026-03-01","11200000","10504949","11239618","0.93","0.94"
"COST000511","PRJ013","OVH-ADM","2026-04-01","9300000","8461584","9586935","0.88","0.91"
"COST000512","PRJ013","LAB-MEP","2026-05-01","6600000","5946760","6317693","0.94","0.9"
"COST000513","PRJ013","MAT-STEEL","2026-06-01","7900000","5473994","10294254","0.53","0.69"
"COST000514","PRJ013","MAT-BLK","2026-07-01","6400000","6339856","6324167","1","0.99"
"COST000515","PRJ013","EQP-PUMP","2026-08-01","12300000","11560250","12899933","0.9","0.94"
"COST000516","PRJ013","EQP-SCAF","2026-09-01","1400000","1237346","1441249","0.86","0.88"
"COST000517","PRJ013","SUB-FACADE","2024-10-01","17600000","17550999","19162513","0.92","1"
"COST000518","PRJ013","OVH-SITE","2024-11-01","9500000","8977778","9952443","0.9","0.95"
"COST000519","PRJ013","OVH-UTIL","2024-12-01","2100000","1971654","1984828","0.99","0.94"
"COST000520","PRJ013","LAB-REBR","2025-01-01","12700000","11749858","12675819","0.93","0.93"
"COST000521","PRJ014","SUB-MEP","2025-11-01","14400000","14846973","14287872","1.04","1.03"
"COST000522","PRJ014","SUB-EXT","2025-12-01","14400000","12775709","13260489","0.96","0.89"
"COST000523","PRJ014","OVH-HSE","2026-01-01","15600000","16382696","15373458","1.07","1.05"
"COST000524","PRJ014","LAB-CARP","2026-02-01","13700000","13618067","14781995","0.92","0.99"
"COST000525","PRJ014","LAB-FIN","2026-03-01","3400000","3036905","3419792","0.89","0.89"
"COST000526","PRJ014","MAT-STEEL","2026-04-01","6500000","4878970","8893830","0.55","0.75"
"COST000527","PRJ014","MAT-FIN","2026-05-01","9000000","8223651","9552077","0.86","0.91"
"COST000528","PRJ014","EQP-EARTH","2026-06-01","11700000","12299367","10660785","1.15","1.05"
"COST000529","PRJ014","SUB-STRC","2026-07-01","17800000","17792476","18295548","0.97","1"
"COST000530","PRJ014","SUB-WTR","2026-08-01","12300000","13201664","13510036","0.98","1.07"
"COST000531","PRJ014","OVH-QA","2026-09-01","7000000","6651486","7537907","0.88","0.95"
"COST000532","PRJ014","OVH-ADM","2024-10-01","4000000","4275511","3707660","1.15","1.07"
"COST000533","PRJ014","LAB-MEP","2024-11-01","10800000","11329615","10287697","1.1","1.05"
"COST000534","PRJ014","MAT-CEM","2024-12-01","4900000","4973602","4793785","1.04","1.02"
"COST000535","PRJ014","EQP-CRANE","2025-01-01","6200000","4404626","8148290","0.54","0.71"
"COST000536","PRJ014","EQP-PUMP","2025-02-01","2500000","2369865","2688563","0.88","0.95"
"COST000537","PRJ014","EQP-SCAF","2025-03-01","1700000","1593508","1496627","1.06","0.94"
"COST000538","PRJ014","SUB-FACADE","2025-04-01","11400000","11929223","11904777","1","1.05"
"COST000539","PRJ014","OVH-SITE","2025-05-01","3700000","3685588","3280722","1.12","1"
"COST000540","PRJ014","OVH-UTIL","2025-06-01","8600000","8396363","8001251","1.05","0.98"
"COST000541","PRJ014","LAB-REBR","2025-07-01","15600000","13948073","15712092","0.89","0.89"
"COST000542","PRJ014","LAB-SAF","2025-08-01","4300000","4547360","4498243","1.01","1.06"
"COST000543","PRJ014","MAT-AGG","2025-09-01","17200000","17419103","17300543","1.01","1.01"
"COST000544","PRJ014","SUB-STRC","2025-10-01","8400000","6147656","10185708","0.6","0.73"
"COST000545","PRJ014","EQP-GEN","2025-11-01","13500000","13019886","13771195","0.95","0.96"
"COST000546","PRJ014","SUB-MEP","2025-12-01","16000000","15604027","15485515","1.01","0.98"
"COST000547","PRJ014","SUB-EXT","2026-01-01","17100000","17972794","15487270","1.16","1.05"
"COST000548","PRJ014","OVH-HSE","2026-02-01","9700000","9507308","9565032","0.99","0.98"
"COST000549","PRJ014","LAB-CARP","2026-03-01","17300000","16185293","17979946","0.9","0.94"
"COST000550","PRJ014","LAB-FIN","2026-04-01","6900000","7256108","7391530","0.98","1.05"
"COST000551","PRJ014","MAT-STEEL","2026-05-01","2700000","2567643","2729923","0.94","0.95"
"COST000552","PRJ014","MAT-FIN","2026-06-01","12200000","12857582","11890362","1.08","1.05"
"COST000553","PRJ014","MAT-STEEL","2026-07-01","5800000","3809086","7892364","0.48","0.66"
"COST000554","PRJ014","SUB-STRC","2026-08-01","10200000","9108947","9254497","0.98","0.89"
"COST000555","PRJ014","SUB-WTR","2026-09-01","11300000","11121558","10728940","1.04","0.98"
"COST000556","PRJ014","OVH-QA","2024-10-01","5900000","5657139","5907229","0.96","0.96"
"COST000557","PRJ014","OVH-ADM","2024-11-01","11500000","12254345","10622413","1.15","1.07"
"COST000558","PRJ014","LAB-MEP","2024-12-01","7500000","7929084","7052410","1.12","1.06"
"COST000559","PRJ014","MAT-CEM","2025-01-01","16900000","16617558","16850355","0.99","0.98"
"COST000560","PRJ014","MAT-BLK","2025-02-01","13500000","12740665","14179720","0.9","0.94"
"COST000561","PRJ015","OVH-UTIL","2025-12-01","15300000","16097615","16714009","0.96","1.05"
"COST000562","PRJ015","LAB-REBR","2026-01-01","7300000","6902635","7380347","0.94","0.95"
"COST000563","PRJ015","LAB-SAF","2026-02-01","12200000","11657728","13120625","0.89","0.96"
"COST000564","PRJ015","MAT-AGG","2026-03-01","2100000","2031930","2218515","0.92","0.97"
"COST000565","PRJ015","EQP-CRANE","2026-04-01","3800000","3969186","3490535","1.14","1.04"
"COST000566","PRJ015","MAT-STEEL","2026-05-01","8800000","6321328","10975554","0.58","0.72"
"COST000567","PRJ015","SUB-MEP","2026-06-01","5600000","5244372","5445268","0.96","0.94"
"COST000568","PRJ015","SUB-EXT","2026-07-01","12900000","12111441","14165227","0.86","0.94"
"COST000569","PRJ015","OVH-HSE","2026-08-01","800000","797173","747476","1.07","1"
"COST000570","PRJ015","LAB-CARP","2026-09-01","8900000","7961133","7938549","1","0.89"
"COST000571","PRJ015","LAB-FIN","2024-10-01","2800000","2919696","2527903","1.15","1.04"
"COST000572","PRJ015","MAT-STEEL","2024-11-01","3700000","3855108","3767310","1.02","1.04"
"COST000573","PRJ015","MAT-FIN","2024-12-01","1900000","1818093","1679015","1.08","0.96"
"COST000574","PRJ015","EQP-EARTH","2025-01-01","17000000","18078084","15082017","1.2","1.06"
"COST000575","PRJ015","EQP-CRANE","2025-02-01","9700000","6354035","12465632","0.51","0.66"
"COST000576","PRJ015","SUB-WTR","2025-03-01","12300000","12155748","11331767","1.07","0.99"
"COST000577","PRJ015","OVH-QA","2025-04-01","7200000","7156482","6829746","1.05","0.99"
"COST000578","PRJ015","OVH-ADM","2025-05-01","10200000","9658014","10546035","0.92","0.95"
"COST000579","PRJ015","LAB-MEP","2025-06-01","800000","757614","824459","0.92","0.95"
